#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
   -3.141592654    0.000000000    1.890073884
   -3.036872898    0.482797306    7.038390078
   -2.932153143    1.455421974   11.291466267
   -2.827433388    2.847364590   15.128308156
   -2.722713633    4.621256919   18.521168026
   -2.617993878    6.701349039   20.850398691
   -2.513274123    8.925458404   21.070932085
   -2.408554368   11.029049916   18.464894015
   -2.303834613   12.713938689   13.174933005
   -2.199114858   13.748860059    6.302537699
   -2.094395102   14.041878359   -0.799282762
   -1.989675347   13.622294539   -7.200529987
   -1.884955592   12.581024957  -12.685505958
   -1.780235837   11.014747620  -17.157932421
   -1.675516082    9.054742523  -20.098097609
   -1.570796327    6.911135981  -20.448020226
   -1.466076572    4.899877906  -17.570219636
   -1.361356817    3.352813403  -11.683085723
   -1.256637061    2.521903894   -4.201272374
   -1.151917306    2.483364762    3.233796928
   -1.047197551    3.168787350    9.492028124
   -0.942477796    4.440925701   14.514586062
   -0.837758041    6.197209072   18.849073647
   -0.733038286    8.392761307   22.945789660
   -0.628318531   10.999437293   26.546591593
   -0.523598776   13.912732942   28.627226346
   -0.418879020   16.912565476   28.041880676
   -0.314159265   19.684494009   24.224285015
   -0.209439510   21.902676180   17.545241547
   -0.104719755   23.306995332    8.851018353
    0.000000000   23.740112593   -0.786947131
    0.104719755   23.159538383  -10.312906897
    0.209439510   21.641658100  -18.472667371
    0.314159265   19.384518707  -24.290269390
    0.418879020   16.660696179  -27.454673645
    0.523598776   13.727300599  -28.355202040
    0.628318531   10.793095174  -27.550205133
    0.733038286    8.027654721  -25.128274745
    0.837758041    5.606493106  -20.895172139
    0.942477796    3.715295707  -15.091295023
    1.047197551    2.488038130   -8.379406134
    1.151917306    1.982819112   -1.374203998
    1.256637061    2.215400747    5.743512257
    1.361356817    3.195786872   12.857179572
    1.466076572    4.889223572   19.148893513
    1.570796327    7.128584249   22.931038702
    1.675516082    9.565643073   22.717475342
    1.780235837   11.756889067   18.471477258
    1.884955592   13.353949939   11.681489691
    1.989675347   14.208722387    4.668886071
    2.094395102   14.385446302   -1.286825722
    2.199114858   13.995496268   -6.214009573
    2.303834613   13.096395155  -11.154716514
    2.408554368   11.654202517  -16.526477035
    2.513274123    9.662804569  -21.450324670
    2.617993878    7.257550846  -24.096532703
    2.722713633    4.758852885  -23.146912183
    2.827433388    2.552964889  -18.564783623
    2.932153143    0.961736777  -11.754604616
    3.036872898    0.120036107   -4.493579335
