#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
   -3.141592654    0.000000000    1.868628186
   -3.036872898    0.475010559    6.913455366
   -2.932153143    1.430029455   11.085225929
   -2.827433388    2.797783675   14.880754980
   -2.722713633    4.545958794   18.287379178
   -2.617993878    6.604776853   20.686406450
   -2.513274123    8.817042465   21.011892847
   -2.408554368   10.920011766   18.507965277
   -2.303834613   12.613025927   13.277710866
   -2.199114858   13.658992670    6.399901189
   -2.094395102   13.959233789   -0.766137187
   -1.989675347   13.538325515   -7.260149571
   -1.884955592   12.486223639  -12.827925337
   -1.780235837   10.902249986  -17.345273180
   -1.675516082    8.922264662  -20.284772379
   -1.570796327    6.760784404  -20.597831736
   -1.466076572    4.736596578  -17.666101943
   -1.361356817    3.182290219  -11.727443824
   -1.256637061    2.348724203   -4.211322119
   -1.151917306    2.309880144    3.233976028
   -1.047197551    2.994902451    9.481587751
   -0.942477796    4.264925595   14.485241715
   -0.837758041    6.017418757   18.809658852
   -0.733038286    8.209270471   22.919061182
   -0.628318531   10.814932838   26.557592436
   -0.523598776   13.731929892   28.687278935
   -0.418879020   16.740200149   28.139145042
   -0.314159265   19.523008198   24.329046576
   -0.209439510   21.751135548   17.626192503
   -0.104719755   23.161994292    8.894947177
    0.000000000   23.598210531   -0.767504736
    0.104719755   23.019642348  -10.288711014
    0.209439510   21.505744676  -18.417802992
    0.314159265   19.256349137  -24.197666776
    0.418879020   16.543625421  -27.338941898
    0.523598776   13.622532903  -28.239991939
    0.628318531   10.699489631  -27.454508271
    0.733038286    7.942718178  -25.058277492
    0.837758041    5.527754478  -20.844755356
    0.942477796    3.641287337  -15.049539519
    1.047197551    2.418290208   -8.338600755
    1.151917306    1.917165342   -1.338040391
    1.256637061    2.152659404    5.759644813
    1.361356817    3.132750633   12.831744845
    1.466076572    4.820505357   19.063544272
    1.570796327    7.047451849   22.779671281
    1.675516082    9.465553460   22.509910595
    1.780235837   11.633153706   18.232611813
    1.884955592   13.205075343   11.447085239
    1.989675347   14.037246447    4.478218233
    2.094395102   14.197887643   -1.397793566
    2.199114858   13.801631958   -6.220535081
    2.303834613   12.907797061  -11.047223263
    2.408554368   11.482538774  -16.313231196
    2.513274123    9.517970853  -21.155981428
    2.617993878    7.146108657  -23.760302475
    2.722713633    4.682759550  -22.815631438
    2.827433388    2.509270340  -18.284178403
    2.932153143    0.943176829  -11.559572774
    3.036872898    0.116476388   -4.403989051
