#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
   -3.141592654    0.000000000    1.867212603
   -3.036872898    0.474362141    6.908359668
   -2.932153143    1.431420978   11.137588394
   -2.827433388    2.810284833   15.042208114
   -2.722713633    4.581819167   18.564700339
   -2.617993878    6.674310942   21.037902255
   -2.513274123    8.924269739   21.361655049
   -2.408554368   11.060164824   18.768045161
   -2.303834613   12.772726842   13.378205387
   -2.199114858   13.819960864    6.322491108
   -2.094395102   14.105162369   -0.963549278
   -1.989675347   13.662665498   -7.456239102
   -1.884955592   12.596017741  -12.896408333
   -1.780235837   11.014716427  -17.229925164
   -1.675516082    9.054780692  -20.040383826
   -1.570796327    6.920208102  -20.355933828
   -1.466076572    4.915637570  -17.553260762
   -1.361356817    3.364489058  -11.780245688
   -1.256637061    2.519885549   -4.353065434
   -1.151917306    2.467685202    3.137700146
   -1.047197551    3.149893902    9.529677387
   -0.942477796    4.432659266   14.664145697
   -0.837758041    6.205814374   18.993415326
   -0.733038286    8.409949361   22.939548618
   -0.628318531   11.003962019   26.300536241
   -0.523598776   13.879686522   28.164110117
   -0.418879020   16.825009115   27.487386929
   -0.314159265   19.541361929   23.740478414
   -0.209439510   21.718413153   17.251780913
   -0.104719755   23.103782582    8.775808137
    0.000000000   23.538223717   -0.704876057
    0.104719755   22.970919247  -10.160301950
    0.209439510   21.470755417  -18.292568835
    0.314159265   19.234974678  -24.057156524
    0.418879020   16.541389128  -27.101499260
    0.523598776   13.653783137  -27.833276892
    0.628318531   10.783053953  -26.870515879
    0.733038286    8.094093402  -24.368150704
    0.837758041    5.752062362  -20.169057675
    0.942477796    3.930204693  -14.514764583
    1.047197551    2.751612287   -8.044086770
    1.151917306    2.267022542   -1.322039518
    1.256637061    2.491023733    5.533755606
    1.361356817    3.439525022   12.473343092
    1.466076572    5.089630087   18.724079251
    1.570796327    7.288199713   22.589086272
    1.675516082    9.697066534   22.520635183
    1.780235837   11.874875618   18.397624063
    1.884955592   13.467436786   11.649139342
    1.989675347   14.317065350    4.586002718
    2.094395102   14.479837682   -1.480110079
    2.199114858   14.063538619   -6.523550765
    2.303834613   13.127852446  -11.535960784
    2.408554368   11.645551753  -16.898700660
    2.513274123    9.619895601  -21.720125700
    2.617993878    7.195157210  -24.194670771
    2.722713633    4.696161241  -23.062408310
    2.827433388    2.506445929  -18.360123155
    2.932153143    0.938356430  -11.541667777
    3.036872898    0.114842237   -4.376233585
