epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_N_f_mae,validation_O_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_N_f_rmse,validation_O_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0,   22.205,    0.002,           1.1022,         0.059879,           1.1621,         19.4,         27.3,         13.2,         23.5,         31.5,         32.7,         25.2,         15.8,         31.6,         41.4,         44.4,         33.3,          138,         6.28
