#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  60
#! SET periodic_psi true
   -3.141592654   -3.141592654    8.160712787   -2.133616632   -2.859656057
   -3.036872898   -3.141592654    7.817029159   -4.259147390   -3.944458152
   -2.932153143   -3.141592654    7.328663842   -4.854817110   -4.598660795
   -2.827433388   -3.141592654    6.855112235   -4.080811740   -4.717929516
   -2.722713633   -3.141592654    6.501253786   -2.726151852   -4.289929086
   -2.617993878   -3.141592654    6.284103946   -1.556397150   -3.400017175
   -2.513274123   -3.141592654    6.169206018   -0.734943030   -2.248672419
   -2.408554368   -3.141592654    6.139369070    0.152732440   -1.135802872
   -2.303834613   -3.141592654    6.225463732    1.505152168   -0.384509858
   -2.199114858   -3.141592654    6.470067964    3.075408684   -0.210091307
   -2.094395102   -3.141592654    6.855204806    4.044790007   -0.616796345
   -1.989675347   -3.141592654    7.274778121    3.666208562   -1.382349234
   -1.884955592   -3.141592654    7.581156506    1.972593685   -2.172800688
   -1.780235837   -3.141592654    7.676473957   -0.201563894   -2.707887334
   -1.675516082   -3.141592654    7.566540724   -1.817124499   -2.888351277
   -1.570796327   -3.141592654    7.340572774   -2.389622855   -2.811809027
   -1.466076572   -3.141592654    7.096815612   -2.287164356   -2.687144693
   -1.361356817   -3.141592654    6.867198838   -2.217926517   -2.686404139
   -1.256637061   -3.141592654    6.617522411   -2.714923175   -2.811498085
   -1.151917306   -3.141592654    6.294130774   -3.528983059   -2.902510091
   -1.047197551   -3.141592654    5.902541526   -3.867217271   -2.751442328
   -0.942477796   -3.141592654    5.538892639   -2.875243909   -2.270209620
   -0.837758041   -3.141592654    5.358759278   -0.422611150   -1.575556007
   -0.733038286   -3.141592654    5.481456533    2.731153943   -0.939645257
   -0.628318531   -3.141592654    5.916974633    5.337786313   -0.636474817
   -0.523598776   -3.141592654    6.552536712    6.459187246   -0.800940291
   -0.418879020   -3.141592654    7.215770809    5.877314401   -1.389328675
   -0.314159265   -3.141592654    7.745861501    4.008396333   -2.236349203
   -0.209439510   -3.141592654    8.040313216    1.511157165   -3.144432631
